ID,bid,user_id,User's Nickname,Weibo text,Headline article url,Post location,Aite users,topic,Number of forwards,Number of comments,Number of likes,release time,publishing tools,Weibo picture url,Weibo video url,retweet_id
4.87E+15,Mu1Tf6g6N,1837621201,beep chat ball,"The 2023 Laureus Male Athlete of the Year candidates were announced, with Messi, Mbappe, Curry, Verstappen, Nadal and Duplantis selected. Among them, Messi won the World Cup championship, Mbappe won the World Cup runner-up + top scorer, Curry won the NBA championship and finals MVP, Verstappen won the 2022 F1 annual driver championship, and Nadal won the Australian Open in 2022 There are two Grand Slams including the French Open. If Messi understands the Laureus Award this time, it will be his second Laureus Best Male Athlete Award! #MessiMbappé was nominated for Laureus Male Athlete of the Year##Messi#",,,,"Messi and Mbappe nominated for Laureus Sportsman of the Year, Messi",0,0,0,2/21/23 13:15,Weibo web version,['https://wx3.sinaimg.cn/large/6d87dfd1ly1hbb1bi5xhwj20iv09v75j.jpg'],,
4.87E+15,Mu1xwtk4V,3805065955,Xiaoyu loves watching football,"According to famous NBA reporter Wo Shen, the Bucks signed big shooter Myles Leonard with a 10-day contract. Myles Leonard was suspended by the Heat in 2021 for using anti-Semitic words in a live broadcast, and was subsequently traded to and waived by the Thunder. Since then, he has been without a ball. The Bucks still have one roster spot, and they hope to sign a big pitcher with playoff experience, and they ultimately chose Myles Leonard. #NBATucaoConference#",,,,NBA Tucao Conference,0,0,0,2/21/23 12:21,iPhone client,['https://wx1.sinaimg.cn/large/e2ccb2e3ly1hbazrzkxzhj20i20a4gnj.jpg'],,
4.87E+15,MtZk1h9OD,5104872102,A certain Zhang Jiawei,"Russell Westbrook is signing with the Los Angeles Clippers. Probably, the Clippers are determined to be a spoiler. It was said at this time last year that the Celtics - then fifth in the East - were the most dangerous team in the East. The feeling of a strong team: smooth and unrestrained, flowing smoothly, no one can beat you! Dangerous feeling: scary, unable to hold it down, maybe it will jump up and beat you up? Since 2020, the Clippers and Celtics have some similarities in temperament: ace wings; tough defense; a lot of people have baskets, but lack an organizational soul, so the offense is unstable; positional battles often cannot leave space, and they are aggressive He surrendered, but when he opened the minced meat, he could still be beaten to the point of pain. I always thought the Celtics were the youth version of the Clippers. Unexpectedly, it was the Celtics who advanced to the finals last season. But the Clippers are still very dangerous this season. The Clippers' ball-free and passing performance before this season was, to put it politely, not very good; for two consecutive seasons, George was the team's assist leader. On the offensive end, the pace is not fast, the attack on the basket is not fierce, and it relies on singles, mid-range shots and peripheral luck. But Coach Lu has won the hearts of the people, and the Clippers are tenacious and tough, especially a good defensive player: they played against the Suns a few days ago, and they won the last team without a point guard. Mann + Leonard + Covington / Batum + George can be the most comprehensive closing lineup in the league. It can be paired with Zubac / Plumlee to carry the lineup, or Morris can swing infinitely. There are other excellent closing lineups throughout the league, but few are as suitable for a playoff game as the Clippers. Therefore, although the Clippers currently only have the fourth regular season record in the Western Conference and often bump into each other in the regular season, this lineup is designed to be a spoiler. But the Clippers don't completely need organizers. After all, the game lasts 48 minutes, and it's impossible to switch defenses and fight against others every moment. The Clippers recruited Wall before in an attempt to use him as an instigator, but the effect was not good. Now that they were originally short of point guards, they also sent away Reggie and Wall, and recruited Hyland and Westbrook. The meaning is quite clear: they have unlimited defense changes, take turns in singles, and don't pay much attention to the commander when it comes to life and death. , but usually we really need someone who can push the rhythm and score points: What Wall didn't do, you should try to do it. Westbrook's current situation is well known to everyone: he has no basket, his offensive efficiency with the ball is not good, his control errors are poor, and his single defense is not very good; the threat without the ball is especially bad. After knee surgery in 2019, he has been in this state. However, in the 2020-21 season, he won the assists title with the Wizards and had his last peak season - averaging 22 points, 12 rebounds, 12 assists per game, and 38 triple-doubles. The Wizards also made the playoffs that year. How will the Wizards use Westbrook in the spring of 2021? Use the swing forward line of Ryan + Hachimura + Avdija to switch defense; let Westbrook push the speed to counterattack, and fall into positional battle. Westbrook is responsible for dealing cards to find teammates to cut through, or to ace Bill. If the Clippers also use Westbrook in this way, they can probably switch defenses, which the Clippers are very good at. Westbrook deals cards to find teammates? The Clippers have no shortage of shooters, and: Paul George's best season in his career, that is, the year he finished third in regular season MVP votes in the 2018-19 season, was paired with Westbrook in the Thunder. It's worth noting Westbrook's offensive threat with the ball, but his passing is still reliable. There doesn't seem to be any conflict between him and the Clippers' disruptive temperament. As mentioned above, strong teams are smooth and smooth, while dangerous teams are very unpredictable: most of them are not smooth, but they are good at disrupting the rhythm of the strong ones in the noise and chaos. Westbrook is such a big player. If he is bad, he can take his own rhythm off track. If he is ruthless, he can destroy the opponent's rhythm. Since Durant left the Thunder, Westbrook has only won one playoff series, the Rockets vs. Thunder in 2020: Even in that series, he didn't play well. But the last series he and Durant won together was the 2016 Western Conference semifinals, when the Thunder defeated the Spurs. In that series, Durant averaged 29+7+4 per game and Westbrook averaged 25+7+11 per game. Durant is the Thunder's stable source of scoring, but those who have experienced it will naturally remember: in that series, the Thunder made the Spurs uncomfortable because of Adams' internal fighting and Westbrook's sprint. When the rhythm was on the Spurs' side, Aldridge and Leonard could still beat the Thunder steadily; but when Westbrook got the Thunder up to speed, the Spurs were dizzy. As for the subsequent Western Conference finals, how the Thunder once went through the meat grinder and led the 73-win Warriors 3-1. Everyone remembers-in the three games the Thunder won in that series, Westbrook scored 27 points and 12 assists, 30 points and 12 assists and 36 A triple-double. Russell Westbrook is one of the few diesel chainsaws in NBA history. Smoothness and stability have never been with him, but running wildly, causing chaos and tearing when making noises and mistakes is his specialty. If things go wrong, they will behave in a rude manner and provoke complaints from neighbors. If things go well, it will evolve into making a lot of noises and making everyone get high together. Now he has joined the Clippers, a team that lacks a starting shooting guard and is a meat grinder with unlimited switching. If you are afraid of affecting the chemical reaction of the starting lineup, then let him start with more substitutes and run for fifteen or twenty minutes in each game. Is it possible? (Although whether starting or finishing, it is probably better to play Mann...) Of course, this move is a bit of a gamble after all. After all, in the past three or four years, apart from the Wizards, Westbrook has not been smooth on any team - as mentioned above, his style of play is just a disruptor, and smoothness has nothing to do with him - so it was also reported a few days ago that the Clippers Worrying about whether Westbrook will destroy locker room chemistry. But in the end, the Clippers still have to sign Westbrook. It can be understood like this: On the one hand, Bradley Beal said about Westbrook some time ago: ""He is an excellent teammate. In terms of character, he is not like what many people describe. if you are his teammate, he fights for you, he loves the team; if he makes a mistake, he will be more self-critical before getting angry at you... He knows where I like to receive the ball, and he will let it It's easier for you to play."" In the year when Beal was paired with Westbrook, he averaged second in the league in points per game. In addition to him, Westbrook has also worked with Durant and Harden, the two scoring champions. George averaged a career-high 28 points per game while working with him; Leonard probably won't have any difficulties working with Westbrook. Westbrook himself probably understands that this is his last chance in the NBA. On the other hand, even though they knew that signing Westbrook might be a bit of a gamble, it was almost time for the Clippers to take a gamble: they made a big move this month, sending away Wall, Kennard and Reggie. The wave of people brought in: Westbrook and the new Gordon are both 34 years old, and the new Plumlee is almost 33 years old; think about the original people of the Clippers: Batum is 34 years old, and George is postseason this year. He was 33 years old at the time of the game, Covington was 32 years old, and Leonard was 31 years old. This was his fourth season with the Clippers and he had played 143 regular season games. Their core team is really quite young. The signing of Westbrook, and a series of previous moves, means that for the Clippers and Westbrook, this is the final sprint to disrupt the situation: ""Let's go wild for the last time! - After all, we are all getting old."" #西沙joinfast Boat#",,,,Westbrook joins Clippers,58,123,769,2/21/23 6:43,Weibo web version,['https://wx2.sinaimg.cn/large/005ztwqOgy1hbapza7cpkj30n00amwpa.jpg'],,
4.87E+15,MtV0lvDrF,1199465702,Total Tennis Felix,"#laureusworldsportsaward#Messi, Nadal, Curry, Fraser-Pryce, Shiffrin, and Sviatk lead the star-studded list of nominees for the 2023 Laureus World Sports Awards: [Lawrence's Most Valuable Players of the Year Best Male Athlete Award] Stephen Curry (USA), Basketball – Led the Golden State Warriors to win the NBA championship for the fourth time in eight years. Mundo Duplantis (Sweden), Track and Field – Displayed a dominant performance in 2022, 3 Breaking the world record twice and winning the world championship twice, Kylian Mbappe (France), football – World Cup Golden Boot winner, Ligue 1 top scorer and assists leader Lionel Messi (Argentina), football – Led Argentina to the World Cup title as captain and won the Ballon d’Or Rafael Nadal (Spain), Tennis – Won two Grand Slam titles in 2022, bringing the total number of career Grand Slam titles to a record 22 🎾Max Verstappen (Netherlands), Racing – Reigning F1 World Champion in 2022 [Laureus Sportswoman of the Year Award] Shelly-Ann Fraser-Pryce (Jamaica), Track and Field – 5th Katie Ledecky (USA) won the women's 100m championship at the World Championships for the first time, setting a record. Swimming - won 4 gold medals at the Aquatics World Championships in Budapest and created a new history. Sydney McLaughlin (USA), Track and Field – Set a new world record in the women’s 400m hurdles Alexia Putellas (Spain), Football – Won the Ballon d’Or for the second time in her career and led the Barcelona women’s football team to the league title with a perfect record as captain . Mikayla Shiffrin (USA), alpine skiing – regained the World Cup annual championship Iga Swiatek (Poland), tennis – won the French Open and US Open and ranked No. 1 in the world🎾[ Laureus Team of the Year Award] Argentina men’s football team – After a thrilling final, Argentina defeated France to win the World Cup. England women’s football team – won the European Cup in front of countless home fans. France men’s football team – to The annual Grand Slam format ended a 12-year Six Nations championship drought Golden State Warriors (USA), basketball – won the NBA championship for the fourth time in 8 years Real Madrid (Spain), football – won La Liga and Champions League champion Oracle Red Bull Racing (Austria) – ended the 8-year monopoly of Mercedes-Benz Racing and won the annual championship [Laurence Breakthrough Award of the Year] Carlos Alcaraz (Spain), Tennis – won the Grand Prix for the first time in New York Grand Slam champion, occupying the No. 1 spot in the men’s singles world ranking 🎾Toby Amusan (Nigeria), track and field – women’s 100m hurdles world champion and new world record holder Chen Wei (USA), figure skating – Olympic champion and men’s Moroccan men's soccer team - first African team to advance to World Cup semi-finals Jelena Rybakina (Kazakhstan), world record holder in singles short program score, Tennis - wins Wimbledon as 17th seed, Won the Grand Slam championship for the first time in his career 🎾Scotty Scheffler (USA), golf – US Masters champion and US Open tied runner-up [Laureus Comeback Award of the Year] Francesco Ba Niaya (Italy), Racing – Overturned a 91-point deficit to win the MotoGP title Christian Eriksen (Denmark), Football – Returns to the Premier League in 2022 after suffering cardiac arrest at Euro 2020 Jacob Boo Ingebrigtsen (Norway), Track and Field – After losing the men’s 1500m event at the World Championships in Eugene, he made a strong recovery and won the championship in the 5000m event. Klay Thompson (United States), Basketball – After returning from playing for 30 months due to injury, he helped the Golden State Warriors win the NBA championship. Annemieke van Vleuten (Netherlands), Cycling – Overcoming the impact of illness to win the championship Women’s Tour de France winner Tiger Woods (USA), golf – returns to competition at the Masters after career-threatening car accident [Laureus Sportsperson of the Year Award for Disability] Dede de Groot (Netherlands) ), Wheelchair Tennis – won the annual Super Grand Slam for the second consecutive season 🎾Catherine De Bruyne (Switzerland), Para Athletics – set 4 world records in a three-day track and field event on Swiss soil Lan Farmer (USA), Para Hockey – Won the Paralympic gold medal for the third time on behalf of the US Para Hockey Team, and he also won the tournament’s top scorer award Cameron Leslie (New Zealand), Para-swimming and wheelchair rugby – returned after two years away from competition and won a gold medal in swimming Oksana Masters (USA), Para-cross-country skiing and para-cycling – won 2 biathlon medals at the Beijing Winter Paralympics Gold Medal Jesper Saltvik Pedelson (Norway), Para Alpine Skiing – Won 4 gold medals at the Beijing Paralympic Winter Games [Laureus Extreme Sportsman of the Year Award] Justin Dupont (France) , Big Wave Surfing – Her high-risk big wave performance is as good as ever in 2022 Stephanie Gilmour (Australia), Surfing – 8th World Champion Gu Ailing (China), Freestyle Skiing – Beijing Winter Olympics Will win two gold medals in big platform and halfpipe, rising star Chloe King (USA), snowboarding – defending Winter Olympics women’s snowboarding halfpipe gold medal Leisa Leal (Brazil), Skateboarding – Felipe Toledo (Brazil), winner of the Summer XGames Extreme Games and World Championships Street Championships, Surfing – Winning the World Championships for the first time in his career [Lawrence Sports Charity Award] candidate projects were selected by an expert panel. The winner will be voted on by members of the Laureus Academy of Sport. Boxgirls (Kenya) Boxing – Empowering young women and challenging stereotypes HighFive (Germany) Extreme Sports – Helping migrant children and orphans integrate into new communities MadeForMore (South Africa) Multisport – Helping people with disabilities integrate into sports SlumSoccer (India) Football – Supporting homeless young people through sport and education TeamUp (Global) movement – a sports initiative developed by War Child, Save the Children and UNICEF Netherlands to improve the psychology of children affected by war, conflict healthy",,,,laureus world sports awards,16,16,61,2/20/23 19:43,iPhone 14 Pro,"['https://wx4.sinaimg.cn/large/477e64e6ly1hba6kwxxecj21hc0u0hdu.jpg', 'https://wx1.sinaimg.cn/large/477e64e6ly1hba6qj1sjbj21kw11yalr.jpg', 'https://wx2.sinaimg.cn/large/ 477e64e6ly1hba6qino4gj21xg1ab4qp.jpg', 'https://wx1.sinaimg.cn/large/477e64e6ly1hba6qjl6l8j21xg1abnlp.jpg', 'https://wx1.sinaimg.cn/large/477e64e6ly1hba6qjym9hj 20u00u00z1.jpg', 'https://wx2.sinaimg. cn/large/477e64e6ly1hba6wp98rmj20iw0cm0tp.jpg']",,
4.87E+15,MtRnSa5zn,6812355762,Meow Meow King,"McClung is likely to be like former Lakers shooter Matt Ryan, who once made a sensation across the league, but ultimately cannot escape the fate of being laid off again. This cruelty is what all fringe players have to face. After all, there are only a few cases of Georges Niang who signed a two-way contract as a marginal player and eventually became a regular player and successfully established himself on a strong NBA team. The ultimate fate of most marginal players is to be laid off and disappear. McClung was prepared for the worst outcome, but even if that day did come, McClung would not lack the courage to start over. ""It doesn't matter whether what you encounter is fair or unfair, all you have to do is keep working hard until you get the reward."" McClung said. ""Dream Chaser"" McClung: In order to gain a foothold in the NBA, he refused a million-dollar contract in Shanghai and did not want to be defined as an Internet celebrity. O web link",,,,,0,0,0,2/20/23 10:30,Live Broadcast Android Client,['https://wx2.sinaimg.cn/large/007r1WVQly1hb9qxx82anj315n0u011e.jpg'],,
4.87E+15,MtR5yzlpw,1883881851,NBA,#2023NBAAll-Star# [Live coverage: James Antetokounmpo’s selection process] Let’s experience the selection process of the captains of both sides from a close distance! Who fell into Lao Zhan's arms? Who has the ball-carrying core? Who is the outside shooter? #2023NBAAll-Star Captain Selection##NBAHighlights#[Poke: ONBA player power list to cheer for your favorite players! 】LNBA’s Weibo video,,,,"2023 NBA All-Star, 2023 NBA All-Star Captain Selection, NBA Highlights",9,12,70,2/20/23 9:45,Weibo video account,,"http://locallimit.us.sinaimg.cn/o0/5Fjn7AGFlx083i4RUrhm01041203HBhB0E020.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694324743&ssig=Hs3 tgha07i&KID=unistore,video",
4.87E+15,MtNejbdfZ,1390535123,Chu Gong Chu De_wj7,"It's the annual NBA All-Star Weekend again. I haven't watched the live broadcast in a few years, and my love for basketball has not changed. I really can't be distracted. It can't be said that just for love, I just ignore my daughter's study and life. I took advantage of a few minutes before going to bed to watch this year's three-point and dunk contests. They were more exciting than last year. There was a buzzer beater in the three-point contest. Lillard is my favorite star. Winning the three-point title also fulfilled a wish. Especially at the last point, when he lost a ball and had to score four points in a row, he withstood the pressure and made every shot. He was indeed a big heart. The slam dunk contest is so incredible. Mark McClung, a little man of 1.88 meters, conquered the referees and the audience with three 50-pointers. His amazing jumping, super strong staying in the air, and his unparalleled mid-air turn are the perfect combination of skill and violence. Fusion. After talking about basketball, let’s talk about football. I haven’t paid much attention to the Champions League since the World Cup. I was shocked when I saw the football news today. Paris Saint-Germain lost three games in a row. At the beginning of the season, they were clamoring to win the championship. Fortunately, tonight we defeated Lille 4:3 in a highlight match. All MMN tridents scored, especially Messi scored the winning free kick in stoppage time, proving who is the NO who can turn the tide. .1. My daughter will take the municipal quality inspection exam tomorrow. Without sufficient preparation, I hope her daughter will have an unexpected surprise, such as a three-point shooter suddenly having a hot touch on the basketball court, or a miraculous stroke in a tight football match. Whether it's a hot touch or a stroke of genius, it looks like luck, but in fact luck comes from unremitting efforts, and energy comes from persistence.",,Fuzhou·Dongbaicheng·Yongjia Tiandi,,,0,0,2,2/19/23 23:56,Honor 60 SE 5G,['https://wx2.sinaimg.cn/large/52e1e1d3gy1hb98lov836j23k02o01kz.jpg'],,
4.87E+15,MtLmzsrrr,5104872102,A certain Zhang Jiawei,"McClung, the 2023 All-Star Dunk King. ——Saved this year’s slam dunk contest, and maybe not just this year. ——And it may open up a new way for the slam dunk contest and even the All-Star Weekend. When he was invited, he was still in the Development League. At first glance, he was white, with a height of 188 centimeters, a wingspan of 188 centimeters, and a standing reach of 7 feet 10. He was not good in any aspect. But once it flies, it's amazing. The wingspan that limited McClung's basketball career in the past may have become his selling point today. When I watched his last dunk, I thought: If LaVine or Gordon were at their peak, they would probably be able to try this move - but both of them are much taller than McClung. The video of his dunk has already been circulated before. 720-degree spin, reverse dunk without looking at the basket, and so on, but today it was on the big stage: ""The little guy from the Development League surpassed the NBA star."" Good process, good story. And a story like this is interesting enough, isn't it? Isn't the slam dunk contest just for fun? In 1976, the ABA held its first slam dunk contest. Of course, it was not for any serious purpose, but just for fun. At that time, the ABA prided itself on being a flashy, street-style entertainment league. The top player was Dr. J with an afro. It was ""kind of like college basketball, but more vicious"" (Jerry Sloan said) and ""the 1960s."" The era of explosive scoring is over and everyone pays attention to defense"" (Jerry West said) in the NBA. The Iceman attempted a 360-degree dunk and failed. Skywalker played windmill. In the end, Dr. J shocked the whole audience with a dunk from the free throw line. The Iceman later went to the NBA and won four scoring titles. Skywalker competed with him for the 1978 scoring title and scored 73 points in a single game, not to mention Dr. J. Nowadays, the NBA Slam Dunk Contest may not be able to gather such a big-name lineup. Nothing else: At that time, there were few tricks in basketball, and superstars were happy to entertain the public. What's the point of the slam dunk contest? It’s pointless, it just looks good! The NBA held an All-Star Slam Dunk Contest in 1984. Dr. J went to participate at the age of 34 and lost to Larry Nance's windmill. To put it another way: Dr. J, who is the master of dunking, does not say that he will cherish his feathers. It was indeed a time for national entertainment. Digression: It was also 1984, when Stern took office and Jordan entered the industry. As we all know, that was one of the most important years in NBA history. The dunk contest in the 1980s was still star-studded. Jordan, Wilkins, and the gliders went back and forth, and Jordan and Wilkins even had a tense relationship in those years. The 170-centimeter Potato Weber took the little man's dunking to the extreme, using his 360-degree turn dunks and alley catch reverse dunks. In the final shot of Jordan's dunk contest in 1987, his body tilted almost parallel to the floor, flying into a horizontal line, directly cutting to the basket, ""kissing the basket"" dunk; in 1988, after he completed the stretch after collecting the ball in the air 's ""Kiss the Basket,"" and then the famous free throw line dunk. In 1988, Dominic Wilkins completed a toss-up, a jump from the free-throw line, a half-body slam, and then the famous full-moon windmill. Small stature, flying and violent aesthetics are all achieved to the extreme by them. So everyone started using equipment: In 1986, Gerald Wilkins flew out of a chair and dunked from the free throw line. In 1991, Dee Brown won the championship with a blindfolded dunk with his left hand. In 1992, Ceballos blindfolded his eyes with a piece of cloth and performed a blind dunk. In 1996, Brent Barry became the dunk king - after dunking from the free throw line, he opened his jacket and revealed the words: ""White people can fly too."" By the 21st century, it was all familiar to us, a mixture of tributes and tricks: Nate Robinson flying over Webb; Dwight Howard dunking in a Superman cape; Nate Robinson stepping over Dwight for a dunk; Gerald Green blowing Candle dunk and barefoot dunk; Griffin dunk on the fly; Mickey dunks on double baskets. There are more and more tricks, but it’s easy to get over the freshness. Generally speaking, the year of Carter and Francis in 2000 and the years of LaVine vs. Gordon are the glorious years of the 21st Century Slam Dunk Contest: these guys--I personally think that we can also add Richardson to win the championship. In those two years, his dunks were not the most beautiful, but his determination to challenge the difficulty was actually the only one seen at that time - it was just relying on his own talents without resorting to gimmicks, coupled with his different styles, to create exciting scenes. But such a good slam dunk contest also depends on the year: Carter, LaVine and Gordon, who are young, strong and energetic, do not exist every year. Superstars are not as willing to show off as they were in the 1980s. The fancy gimmicks were made aesthetically fatigued by Dwight and Nate. Where to find it? Therefore, McClung's victory this year is a good phenomenon and a good direction: Don't be too rigid in your thinking and don't limit yourself to the 30 NBA teams; if the NBA is no longer fresh, look for the Development League. Maybe even push it a little further? Is it not even limited to the dunk contest? Three-point shooting contest, skill contest, bringing in the G-League or even private marksmen? Invite those who have great skills but cannot play in the NBA due to shortcomings - mostly physical talent - are you invited? To put it bluntly, we have to think clearly: During the All-Star Weekend, should we stick to the rules, or should we be open to all possibilities and try to focus on what everyone likes to watch? Thinking about the fancy performances during the All-Star Weekend, there is nothing to argue about; usually everyone is very careful about load management and data control when playing games. It is rare to have a slightly loose stage where you can live as much as you want. After all, before 1984, there was no slam dunk contest in the NBA. In fact, it all started from scratch until today. When the Slam Dunk Contest was first established, Dr. J did not care about success or failure. They came out to show off their abilities just to entertain the public; scoring superstars like Jordan and Wilkins participated in the Slam Dunk Contest, and substitutes like Webber Just let everyone have fun watching the showdown. According to the original intention of All-Star Weekend, you have to make people enjoy watching it first - everything else will come later. If the All-Star Weekend has no entertainment value, the big names refuse to come, the younger guys can’t have fun, and every year they know it’s not fun, but they still have to pretend to be prosperous and say they’re entertaining the public, but in reality they’re familiar faces and perfunctory, then what’s the point?",,,,,47,59,594,2/19/23 19:10,Weibo web version,['https://wx3.sinaimg.cn/large/005ztwqOgy1hb90cwfniyg30eg0857wk.jpg'],,
4.87E+15,MtKLstKAr,6232438510,Dahong is a bad person,"#Lillard said Curry is the best shooter in history# Lillard won the first 3-point contest championship in his career by scoring all the last 4 goals in today's All-Star Three-Point Contest. When asked in the interview where he would rank among the best shooters in history, Lillard replied: ""After Curry. We all know who is number one. Curry's existence as a shooter, number one is definitely . But after Curry, I and everyone else can be mixed together (compared)."" #NBA##2023NBAAll-Star#",,,,"Lillard said Curry is the best shooter in history, NBA, 2023 NBA All-Star",0,0,1,2/19/23 17:39,iPhone client,,,
4.87E+15,MtKjtEKy,6088370582,Newly used products,"#NBA#Winning three-pointers sets a double record! Lillard: I can retire from the three-point contest now! On February 19, the All-Star Three-Point Contest ended. In the final, Lillard defeated Hield with 26 points and successfully won the three-point contest championship. According to statistics, this is the first time Lillard has won the three-point contest and the first three-point contest championship in the history of the Trail Blazers. After the game, Lillard said in an interview: ""Look at the best shooters in NBA history, most of them have won the three-point contest. I have participated before but did not win. I just want to at least Success once, now I can retire from the three-point contest."" #NBATucaoConference#",,,,"NBA, NBA complaints conference",0,0,1,2/19/23 16:30,Weibo web version,['https://wx4.sinaimg.cn/large/006E2bjwgy1hb8vq382q1j30sg0jywgq.jpg'],,
4.87E+15,MtKdaEaxB,6364463717,Migu Basketball,"#Lillard said Curry is the best shooter in history# Lillard won the first 3-point contest championship in his career by scoring all the last 4 goals in today's All-Star Three-Point Contest. When asked in the interview where he would rank among the best shooters in history, Lillard replied: ""After Curry. We all know who is number one. Curry's existence as a shooter, number one is definitely . But after Curry, I and everyone else can be mixed together (compared)."" #NBA##2023NBAAll-Star#",,,,"Lillard said Curry is the best shooter in history, NBA, 2023 NBA All-Star",5,2,12,2/19/23 16:15,Weibo web version,['https://wx2.sinaimg.cn/large/006WIDKBly1hb8uoomsfuj30zk0nok0d.jpg'],,
4.87E+15,MtI64jUg3,3807464483,aWe all have a basketball dream,"On February 19th, Beijing time, the NBA Salt Lake City All-Star Weekend ushered in individual competitions. The Jazz defeated the Rookie Team and the Antetokounmpo Brothers to win the skills competition championship. Lillard defeated Hield with 26 points in the final to win the three-point championship. After participating three times, I finally won the championship. Tatum made 1 of 5 shots from the first point, and then his touch fluctuated. He made 4 of 5 from the second point, missed two super long 3-pointers, and made all 5 shots from the last point. The total score in the first round was 20 points. Haliburton felt hot, making 3 of 5 shots in the first one, and 4 of 5 in the next three points, including the last flower ball point. He also made two super long three-pointers, with a total score of 31 points, tying the score. Curry's first-round scoring record in the three-point contest. Hilde made all 5 shots in two spots and 3 of 5 in the free throw spot, with a total score of 23 points; Hiero had a poor touch and only scored 18 points in total. Randall's hand felt even worse, and he even missed three free throws, with a total score of 13 points. His son was very sad; Randall sat back on the bench and turned to comfort his son. Kings shooter Huerter scored the lowest score of the game, scoring only 8 points, and he almost smashed the basket. Markkanen made all 5 shots at the second point, but failed to score two long-range three-pointers. The flower ball took you 1 of 5 shots, and the total score of 20 points was tied with Tatum; Lillard was the last to play and made a shot. A rare ""double yolk egg"", with a total score of 26 points, eliminated Markkanen and Tatum, and advanced to the finals together with Haliburton (31 points) and Hield (23 points). Hield was the first to play and scored a total of 25 points; Lillard was the second to play and scored a key basket, scoring a total of 26 points to eliminate Hield. Hield looked helpless after missing the three-point championship; Haliburton only scored 17 points. In the end, Lillard won the three-point contest and celebrated with all the stars at the scene, holding the trophy high in celebration.",,,,,0,0,0,2/19/23 10:52,nova7Pro you are in focus,"['https://wx1.sinaimg.cn/large/e2f14c23gy1hb8lxv17wtj20jg0cg0tj.jpg', 'https://wx4.sinaimg.cn/large/e2f14c23gy1hb8lxvdnx8j20jg0axgmo.jpg', 'https://wx3.sinaimg.cn/ large/ e2f14c23gy1hb8lxvnosnj20jg0cy3zy.jpg', 'https://wx1.sinaimg.cn/large/e2f14c23gy1hb8lxvxdfdj20jg0awaat.jpg', 'https://wx3.sinaimg.cn/large/e2f14c23gy1hb8lxw94h8 j20hu0cojsg.jpg', 'https://wx2.sinaimg. cn/large/e2f14c23gy1hb8lxwmvttj20i80cfab6.jpg']",,
4.87E+15,MtHUOnQTk,7600843065,ChaneyUP,"Competitions like the Three-Point Contest are very talented. The winners are all ""natural shooters"", the kind of talented shooters who can achieve 40% three-pointers and 85% free throws all year round. Randall, why are Tatum here to join in the fun #2023nbaall-star##nba狠狠看#",,,,"2023nba all-star, nba thoughts",0,0,0,2/19/23 10:24,Xiaomi 12S,,,
4.87E+15,MtHMr9RpD,6364463717,Migu Basketball,#耿凯新三级 contest predicts Huert to win the championship#@ FanKexin FKX predicts the NBA All-Star Three-Point Contest King player Huert will win the championship. The game will begin soon. Let us see which three-point marksman can win in the end! #2023NBAAll-Star##Look at NBA’s Weibo video of Migu#LMigu Basketball,,,Fan Kexin FKX,"Fan Kexin predicts Huerter to win the three-point game, 2023 NBA All-Star, watch NBA on Migu",0,0,1,2/19/23 10:03,Weibo video account,,"http://f.video.weibocdn.com/o0/WamNGnFolx083gvejAP6010412009l1o0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694324751&ssig=Ltmge PE8HL&KID=unistore,video",
4.87E+15,MtHKyrGEa,5666005614,penguin sports,"#2023NBAAll-Star# The Three-Point Contest on All-Star Weekend is about to begin! Among the eight top shooters competing on the same field, who do you think will win the new three-point king? Come to Penguin to watch All-Stars!",,,,2023 NBA All-Stars,0,0,0,2/19/23 9:59,OPPO Reno9 Pro+ 5G,['https://wx2.sinaimg.cn/large/006brYTkly1hb8kdvk9emj315o1jkkjl.jpg'],,
4.87E+15,MtCSnmML8,1828555510,Manbet Official WeChat,"NBA February 18th: Rockets draft pick Jabari Smith Jr. accepted media interviews before participating in the rookie game today. Jabari Jr. said that he would like to participate in the All-Star Weekend and compete in the three-point shooting contest in the future: ""I think I am a good shooter. I think I can make some shots, so I definitely want to participate in the three-point shooting contest. ""One of the strengths of Jabari Smith Jr.'s draft report is that he is a big shooter (42% in college), but he only shot 30.3% from three-point range this season.",,,,,0,0,0,2/18/23 21:34,Weibo web version,['https://wx3.sinaimg.cn/large/6cfd8af6ly1hb7yvst1g5j20f50as0wy.jpg'],,
